origin,dest,distance,arr_delay
EWR,MCO,937.0,23.0
LGA,IAD,229.0,-8.0
EWR,MCI,1092.0,108.0
LGA,MIA,1096.0,-21.0
JFK,TPA,1005.0,8.0
LGA,MCO,950.0,-13.0
EWR,DAY,533.0,198.0
LGA,MSY,1183.0,-26.0
LGA,TPA,1010.0,-5.0
JFK,JAX,828.0,10.0
JFK,MCO,944.0,33.0
LGA,ORD,733.0,2.0
JFK,BWI,184.0,32.0
JFK,LAX,2475.0,16.0
LGA,PIT,335.0,38.0
LGA,PBI,1035.0,285.0
JFK,CVG,589.0,10.0
LGA,BOS,184.0,-16.0
EWR,GSO,445.0,-17.0
LGA,PBI,1035.0,4.0
JFK,BUF,301.0,3.0
EWR,CLE,404.0,-10.0
JFK,BOS,187.0,-11.0
LGA,CLE,419.0,25.0
LGA,DFW,1389.0,1.0
JFK,OAK,2576.0,64.0
LGA,MSP,1020.0,71.0
EWR,GRR,605.0,87.0
EWR,PIT,319.0,138.0
JFK,SFO,2586.0,48.0
LGA,CMH,479.0,-4.0
LGA,FLL,1076.0,13.0
LGA,MIA,1096.0,2.0
EWR,LAS,2227.0,110.0
LGA,ATL,762.0,-7.0
EWR,SEA,2402.0,184.0
JFK,RDU,427.0,28.0
JFK,PHL,94.0,12.0
EWR,CLT,529.0,55.0
JFK,SLC,1990.0,99.0
JFK,LAX,2475.0,30.0
EWR,CAE,602.0,104.0
LGA,TYS,647.0,6.0
EWR,IAH,1400.0,10.0
JFK,BOS,187.0,13.0
JFK,AUS,1521.0,-16.0
JFK,FLL,1069.0,15.0
LGA,MKE,738.0,100.0
JFK,CMH,483.0,61.0
EWR,PBI,1023.0,-36.0
EWR,BOS,200.0,-8.0
JFK,DCA,213.0,-19.0
JFK,PDX,2454.0,31.0
JFK,SMF,2521.0,129.0
EWR,TPA,997.0,11.0
LGA,ORD,733.0,8.0
EWR,OKC,1325.0,83.0
EWR,BQN,1585.0,-5.0
EWR,TYS,631.0,35.0
EWR,CVG,569.0,45.0
LGA,DCA,214.0,48.0
EWR,ORD,719.0,0.0
EWR,PWM,284.0,146.0
EWR,GRR,605.0,340.0
LGA,CLT,544.0,-8.0
JFK,LAX,2475.0,8.0
JFK,TPA,1005.0,34.0
JFK,BOS,187.0,4.0
JFK,LAX,2475.0,40.0
LGA,MCO,950.0,-22.0
EWR,CHS,628.0,91.0
LGA,BOS,184.0,5.0
EWR,BUF,282.0,59.0
LGA,ATL,762.0,32.0
EWR,MDW,711.0,91.0
JFK,MSY,1182.0,-12.0
EWR,MSP,1008.0,51.0
EWR,MKE,725.0,64.0
EWR,DSM,1017.0,126.0
LGA,RDU,431.0,17.0
EWR,RIC,277.0,119.0
EWR,MIA,1085.0,37.0
JFK,DCA,213.0,5.0
LGA,MDW,725.0,30.0
EWR,OMA,1134.0,164.0
JFK,DEN,1626.0,8.0
JFK,HOU,1428.0,21.0
EWR,BOS,200.0,4.0
JFK,FLL,1069.0,-22.0
JFK,LAX,2475.0,-1.0
EWR,DCA,199.0,111.0
LGA,FLL,1076.0,-10.0
LGA,DCA,214.0,31.0
LGA,DTW,502.0,34.0
LGA,CAK,397.0,59.0
EWR,SLC,1969.0,252.0
EWR,BOS,200.0,60.0
JFK,BUF,301.0,11.0
EWR,DEN,1605.0,218.0
EWR,BTV,266.0,7.0
EWR,DFW,1372.0,78.0
LGA,PWM,269.0,8.0
EWR,MCO,937.0,97.0
EWR,JAX,820.0,78.0
EWR,STL,872.0,96.0
EWR,ALB,143.0,102.0
EWR,MCO,937.0,55.0
EWR,IAD,212.0,163.0
EWR,GSP,594.0,146.0
EWR,DCA,199.0,69.0
EWR,PVD,160.0,76.0
EWR,PHL,80.0,86.0
JFK,BTV,266.0,4.0
JFK,PWM,273.0,-5.0
JFK,ROC,264.0,-8.0
JFK,SYR,209.0,-5.0
JFK,BUF,301.0,-8.0
EWR,MHT,209.0,106.0
EWR,FLL,1065.0,42.0
LGA,ORD,733.0,162.0
JFK,BOS,187.0,7.0
LGA,FLL,1076.0,182.0
EWR,RIC,277.0,125.0
EWR,BWI,169.0,88.0
JFK,BQN,1576.0,-18.0
JFK,PSE,1617.0,-26.0
EWR,TUL,1215.0,237.0
JFK,RIC,288.0,370.0
JFK,SYR,209.0,82.0
LGA,CLT,544.0,330.0
EWR,ALB,143.0,328.0
JFK,PHL,94.0,275.0
EWR,CLT,529.0,-16.0
EWR,IAH,1400.0,-16.0
LGA,IAH,1416.0,-9.0
JFK,MIA,1089.0,-24.0
JFK,BQN,1576.0,-11.0
JFK,IAD,228.0,9.0
LGA,IAD,229.0,-17.0
EWR,BOS,200.0,-25.0
LGA,DFW,1389.0,-7.0
LGA,ORD,733.0,-2.0
LGA,BOS,184.0,-8.0
EWR,MKE,725.0,14.0
LGA,ATL,762.0,1.0
LGA,DTW,502.0,-14.0
JFK,FLL,1069.0,-25.0
JFK,RSW,1074.0,-15.0
EWR,DTW,488.0,-7.0
LGA,ATL,762.0,2.0
LGA,FLL,1076.0,-25.0
LGA,DTW,502.0,-11.0
LGA,MDW,725.0,28.0
JFK,SFO,2586.0,7.0
LGA,ATL,762.0,12.0
JFK,PHL,94.0,10.0
LGA,DCA,214.0,-6.0
EWR,FLL,1065.0,-24.0
LGA,MIA,1096.0,-25.0
EWR,MDW,711.0,11.0
LGA,MSP,1020.0,-8.0
JFK,LAX,2475.0,43.0
JFK,SJU,1598.0,-10.0
EWR,ATL,746.0,4.0
JFK,ATL,760.0,-11.0
LGA,RDU,431.0,-1.0
LGA,IAH,1416.0,-34.0
EWR,IAD,212.0,16.0
EWR,BWI,169.0,-18.0
JFK,PBI,1028.0,-9.0
LGA,CLT,544.0,3.0
EWR,MIA,1085.0,-9.0
JFK,CLT,541.0,14.0
JFK,MCO,944.0,-15.0
LGA,MSP,1020.0,20.0
LGA,ORD,733.0,-9.0
EWR,CLT,529.0,-23.0
LGA,CLT,544.0,20.0
LGA,MSY,1183.0,-11.0
JFK,ORD,740.0,1.0
EWR,BUF,282.0,-5.0
JFK,SJU,1598.0,-20.0
JFK,TPA,1005.0,-9.0
EWR,SFO,2565.0,1.0
EWR,PBI,1023.0,-39.0
LGA,DFW,1389.0,15.0
EWR,BOS,200.0,5.0
EWR,FLL,1065.0,-31.0
EWR,CMH,463.0,14.0
EWR,CLT,529.0,-11.0
LGA,DEN,1620.0,-11.0
JFK,MSY,1182.0,-27.0
EWR,AUS,1504.0,-5.0
EWR,SDF,642.0,11.0
LGA,MCO,950.0,-17.0
LGA,ATL,762.0,-12.0
LGA,DCA,214.0,2.0
JFK,SFO,2586.0,2.0
JFK,LAX,2475.0,12.0
JFK,LAX,2475.0,12.0
LGA,BOS,184.0,0.0
LGA,MIA,1096.0,-22.0
LGA,ORD,733.0,14.0
LGA,MIA,1096.0,-29.0
EWR,BOS,200.0,-22.0
EWR,DFW,1372.0,8.0
LGA,FLL,1076.0,-13.0
EWR,CLE,404.0,41.0
EWR,DCA,199.0,5.0
JFK,LAS,2248.0,17.0
EWR,LAX,2454.0,15.0
JFK,MCO,944.0,-18.0
LGA,DEN,1620.0,39.0
JFK,LAX,2475.0,11.0
EWR,PHX,2133.0,16.0
EWR,SNA,2434.0,5.0
JFK,FLL,1069.0,-28.0
EWR,HOU,1411.0,-16.0
LGA,XNA,1147.0,26.0
EWR,LAS,2227.0,17.0
JFK,SFO,2586.0,30.0
LGA,MCO,950.0,-6.0
JFK,BOS,187.0,28.0
JFK,MIA,1089.0,-14.0
EWR,DEN,1605.0,14.0
JFK,SJU,1598.0,-4.0
LGA,DTW,502.0,-3.0
LGA,MKE,738.0,4.0
JFK,FLL,1069.0,-7.0
EWR,ORD,719.0,37.0
LGA,ORD,733.0,24.0
EWR,SEA,2402.0,13.0
EWR,RSW,1068.0,-1.0
LGA,IAH,1416.0,-33.0
EWR,PBI,1023.0,-23.0
EWR,DFW,1372.0,1.0
JFK,BUF,301.0,40.0
JFK,LAX,2475.0,29.0
JFK,IAD,228.0,3.0
JFK,SRQ,1041.0,-18.0
EWR,ORD,719.0,43.0
LGA,RSW,1080.0,-15.0
EWR,MCO,937.0,6.0
EWR,STL,872.0,-4.0
JFK,SFO,2586.0,-4.0
JFK,SEA,2422.0,2.0
EWR,ATL,746.0,6.0
JFK,SFO,2586.0,4.0
LGA,ORD,733.0,13.0
JFK,SFO,2586.0,-6.0
EWR,TPA,997.0,-12.0
EWR,CVG,569.0,-9.0
EWR,SJU,1608.0,-13.0
EWR,IAH,1400.0,-16.0
EWR,CLT,529.0,46.0
LGA,ATL,762.0,-3.0
LGA,MSP,1020.0,-22.0
EWR,MSP,1008.0,-13.0
EWR,SYR,195.0,-23.0
JFK,SYR,209.0,-10.0
LGA,DCA,214.0,-17.0
EWR,MHT,209.0,-9.0
JFK,FLL,1069.0,-29.0
EWR,CVG,569.0,109.0
LGA,CLT,544.0,-29.0
EWR,PHX,2133.0,24.0
EWR,DFW,1372.0,0.0
LGA,MDW,725.0,3.0
EWR,MCO,937.0,-20.0
JFK,MIA,1089.0,-16.0
JFK,PIT,340.0,2.0
LGA,DEN,1620.0,7.0
EWR,DTW,488.0,35.0
JFK,MSP,1029.0,-14.0
JFK,FLL,1069.0,-26.0
EWR,IND,645.0,108.0
LGA,MIA,1096.0,2.0
EWR,BOS,200.0,-25.0
JFK,CLT,541.0,17.0
JFK,MCO,944.0,-15.0
JFK,SLC,1990.0,66.0
LGA,ATL,762.0,-6.0
JFK,TPA,1005.0,-32.0
EWR,PIT,319.0,90.0
JFK,STT,1623.0,-25.0
JFK,RDU,427.0,-16.0
EWR,BTV,266.0,-4.0
JFK,ATL,760.0,14.0
LGA,CMH,479.0,-1.0
JFK,BOS,187.0,-18.0
LGA,DEN,1620.0,-13.0
LGA,TPA,1010.0,-17.0
EWR,CLT,529.0,-10.0
JFK,BWI,184.0,-17.0
LGA,BNA,764.0,0.0
JFK,SJU,1598.0,-8.0
EWR,ORD,719.0,51.0
EWR,MYR,550.0,-28.0
JFK,DCA,213.0,-15.0
LGA,PBI,1035.0,3.0
LGA,ORD,733.0,25.0
LGA,STL,888.0,-16.0
EWR,MEM,946.0,28.0
JFK,LAS,2248.0,3.0
JFK,JAX,828.0,-10.0
EWR,MDW,711.0,12.0
EWR,SFO,2565.0,-16.0
JFK,SJU,1598.0,-24.0
LGA,BOS,184.0,17.0
JFK,RDU,427.0,-2.0
LGA,DEN,1620.0,2.0
LGA,DFW,1389.0,63.0
EWR,FLL,1065.0,-33.0
EWR,GRR,605.0,2.0
JFK,BUF,301.0,10.0
EWR,RSW,1068.0,-20.0
EWR,MCO,937.0,-20.0
LGA,DFW,1389.0,12.0
EWR,SAN,2425.0,40.0
LGA,CLE,419.0,-7.0
LGA,RDU,431.0,-9.0
EWR,XNA,1131.0,8.0
EWR,BOS,200.0,-10.0
EWR,RDU,416.0,-4.0
JFK,LAX,2475.0,20.0
LGA,CLT,544.0,-9.0
JFK,SJU,1598.0,-2.0
EWR,RIC,277.0,7.0
JFK,DCA,213.0,-33.0
EWR,PWM,284.0,20.0
JFK,DTW,509.0,-10.0
LGA,ATL,762.0,30.0
EWR,MIA,1085.0,-21.0
JFK,SAN,2446.0,37.0
LGA,BOS,184.0,-33.0
EWR,DTW,488.0,4.0
EWR,TPA,997.0,-14.0
EWR,MCI,1092.0,19.0
JFK,BOS,187.0,8.0
LGA,IAH,1416.0,-13.0
EWR,ATL,746.0,3.0
JFK,ORD,740.0,29.0
JFK,AUS,1521.0,-2.0
LGA,DCA,214.0,-10.0
JFK,ROC,264.0,-17.0
EWR,IAH,1400.0,-14.0
JFK,LAX,2475.0,16.0
JFK,LAX,2475.0,-2.0
LGA,DTW,502.0,-14.0
JFK,BTV,266.0,-13.0
JFK,TPA,1005.0,-9.0
LGA,ATL,762.0,5.0
LGA,FLL,1076.0,-8.0
EWR,OMA,1134.0,71.0
JFK,LAX,2475.0,29.0
JFK,SFO,2586.0,69.0
EWR,STT,1634.0,-7.0
EWR,CLE,404.0,-1.0
LGA,MCO,950.0,-3.0
LGA,DTW,502.0,4.0
EWR,PBI,1023.0,-8.0
EWR,CVG,569.0,4.0
LGA,ORD,733.0,8.0
EWR,DAY,533.0,68.0
JFK,RDU,427.0,-2.0
JFK,CLT,541.0,43.0
EWR,LAS,2227.0,25.0
LGA,CLT,544.0,17.0
JFK,MIA,1089.0,-10.0
EWR,DFW,1372.0,-14.0
JFK,FLL,1069.0,-3.0
EWR,STL,872.0,5.0
JFK,HNL,4983.0,9.0
JFK,BOS,187.0,-3.0
EWR,LAX,2454.0,29.0
JFK,ROC,264.0,-14.0
LGA,TPA,1010.0,161.0
JFK,BUF,301.0,-5.0
JFK,PIT,340.0,77.0
EWR,SJU,1608.0,-22.0
EWR,DCA,199.0,-17.0
JFK,LAS,2248.0,4.0
EWR,DEN,1605.0,16.0
LGA,MIA,1096.0,-11.0
LGA,PBI,1035.0,-12.0
EWR,ATL,746.0,-12.0
LGA,BNA,764.0,-16.0
JFK,PWM,273.0,-15.0
EWR,JAX,820.0,43.0
JFK,PHL,94.0,-8.0
LGA,BOS,184.0,-22.0
EWR,EGE,1726.0,1.0
EWR,FLL,1065.0,-28.0
EWR,DEN,1605.0,21.0
JFK,SFO,2586.0,-24.0
LGA,ATL,762.0,5.0
LGA,ORD,733.0,-6.0
LGA,ORD,733.0,1.0
LGA,DCA,214.0,-23.0
EWR,BNA,748.0,4.0
LGA,MKE,738.0,-10.0
EWR,SEA,2402.0,-9.0
LGA,CLT,544.0,-13.0
LGA,ATL,762.0,12.0
EWR,FLL,1065.0,-7.0
JFK,LAS,2248.0,-6.0
EWR,IND,645.0,-1.0
JFK,IAD,228.0,-9.0
EWR,GSO,445.0,98.0
JFK,PHX,2153.0,25.0
EWR,MCO,937.0,-16.0
LGA,IAD,229.0,-7.0
JFK,LAS,2248.0,35.0
LGA,BNA,764.0,10.0
LGA,MSP,1020.0,-11.0
EWR,IAD,212.0,-10.0
LGA,IAH,1416.0,-27.0
JFK,MCO,944.0,26.0
JFK,CLT,541.0,17.0
LGA,ATL,762.0,16.0
LGA,DFW,1389.0,10.0
EWR,CLT,529.0,-2.0
EWR,DTW,488.0,-6.0
JFK,SFO,2586.0,4.0
EWR,ATL,746.0,2.0
JFK,SFO,2586.0,-38.0
LGA,RDU,431.0,-18.0
LGA,SRQ,1047.0,-12.0
JFK,LAX,2475.0,3.0
EWR,MSY,1167.0,199.0
EWR,PHX,2133.0,21.0
JFK,SFO,2586.0,12.0
EWR,IAH,1400.0,-2.0
EWR,MKE,725.0,-6.0
EWR,BUF,282.0,-12.0
JFK,MCO,944.0,6.0
EWR,LAS,2227.0,-13.0
LGA,MEM,963.0,-2.0
LGA,DFW,1389.0,-7.0
EWR,ORD,719.0,61.0
EWR,BOS,200.0,-31.0
EWR,RDU,416.0,-7.0
LGA,BOS,184.0,10.0
EWR,RSW,1068.0,-29.0
LGA,DCA,214.0,-3.0
LGA,MIA,1096.0,-16.0
LGA,ATL,762.0,-4.0
EWR,SFO,2565.0,-1.0
JFK,DCA,213.0,-1.0
JFK,SLC,1990.0,-12.0
LGA,STL,888.0,-20.0
JFK,SFO,2586.0,-1.0
JFK,BTV,266.0,-14.0
LGA,PIT,335.0,-18.0
LGA,CMH,479.0,-8.0
LGA,MDW,725.0,-14.0
LGA,MIA,1096.0,-5.0
LGA,FLL,1076.0,83.0
LGA,DTW,502.0,-10.0
LGA,DEN,1620.0,-4.0
EWR,MCI,1092.0,8.0
EWR,CHS,628.0,41.0
EWR,MCO,937.0,-16.0
JFK,LAX,2475.0,8.0
JFK,SJU,1598.0,-34.0
JFK,MCO,944.0,-14.0
LGA,DTW,502.0,25.0
LGA,CLE,419.0,-29.0
JFK,LAX,2475.0,7.0
EWR,STL,872.0,1.0
JFK,RSW,1074.0,5.0
LGA,CLT,544.0,-12.0
EWR,MCO,937.0,4.0
EWR,PBI,1023.0,0.0
LGA,CAK,397.0,-17.0
EWR,BTV,266.0,-8.0
LGA,ORD,733.0,-5.0
EWR,DEN,1605.0,9.0
EWR,ATL,746.0,16.0
EWR,BOS,200.0,-22.0
EWR,TPA,997.0,-13.0
LGA,MSP,1020.0,-3.0
LGA,TPA,1010.0,-10.0
EWR,MIA,1085.0,-3.0
LGA,BOS,184.0,-26.0
JFK,BOS,187.0,-15.0
LGA,BNA,764.0,-27.0
EWR,DTW,488.0,164.0
LGA,FLL,1076.0,17.0
EWR,ORF,284.0,-13.0
LGA,ATL,762.0,-2.0
JFK,LAX,2475.0,7.0
EWR,IAH,1400.0,-14.0
LGA,ATL,762.0,-10.0
JFK,CLT,541.0,-2.0
JFK,LAX,2475.0,7.0
JFK,DCA,213.0,-6.0
LGA,PBI,1035.0,-13.0
LGA,DCA,214.0,-7.0
LGA,DFW,1389.0,-4.0
LGA,MSP,1020.0,2.0
EWR,MDW,711.0,-12.0
LGA,RDU,431.0,1.0
JFK,SYR,209.0,-10.0
EWR,PHX,2133.0,8.0
JFK,LGB,2465.0,8.0
EWR,DAY,533.0,5.0
EWR,BWI,169.0,0.0
LGA,MKE,738.0,-29.0
JFK,SLC,1990.0,-8.0
LGA,FLL,1076.0,87.0
JFK,RDU,427.0,2.0
JFK,BOS,187.0,-22.0
EWR,DFW,1372.0,13.0
LGA,DTW,502.0,-18.0
EWR,MIA,1085.0,-4.0
LGA,DFW,1389.0,2.0
LGA,MIA,1096.0,4.0
JFK,BOS,187.0,-22.0
LGA,IAH,1416.0,-15.0
EWR,DFW,1372.0,-13.0
LGA,DEN,1620.0,-9.0
EWR,ORD,719.0,19.0
LGA,MCO,950.0,-21.0
LGA,ATL,762.0,-1.0
LGA,DCA,214.0,-1.0
EWR,ATL,746.0,38.0
EWR,CVG,569.0,5.0
EWR,ORD,719.0,-8.0
EWR,RIC,277.0,14.0
LGA,BOS,184.0,-16.0
JFK,MIA,1089.0,-2.0
JFK,PBI,1028.0,-6.0
EWR,MCO,937.0,-16.0
EWR,ATL,746.0,2.0
EWR,HOU,1411.0,-10.0
EWR,CLT,529.0,40.0
JFK,FLL,1069.0,-7.0
LGA,ATL,762.0,5.0
LGA,DTW,502.0,-4.0
EWR,DCA,199.0,18.0
EWR,PWM,284.0,55.0
JFK,LAX,2475.0,9.0
EWR,RDU,416.0,106.0
LGA,CMH,479.0,21.0
EWR,SFO,2565.0,50.0
JFK,ATL,760.0,-16.0
LGA,RDU,431.0,3.0
JFK,SJU,1598.0,13.0
EWR,LAX,2454.0,31.0
EWR,CLT,529.0,45.0
EWR,FLL,1065.0,-6.0
LGA,SRQ,1047.0,7.0
EWR,BDL,116.0,5.0
EWR,MCO,937.0,-3.0
LGA,DFW,1389.0,7.0
LGA,CLT,544.0,64.0
JFK,PWM,273.0,-13.0
EWR,MSN,799.0,-13.0
JFK,LAX,2475.0,6.0
JFK,SEA,2422.0,-1.0
EWR,BWI,169.0,8.0
LGA,MSY,1183.0,-26.0
LGA,ORD,733.0,40.0
LGA,FLL,1076.0,-15.0
LGA,MIA,1096.0,-13.0
JFK,MCO,944.0,0.0
LGA,BOS,184.0,-19.0
LGA,DCA,214.0,-14.0
LGA,PBI,1035.0,22.0
EWR,MEM,946.0,31.0
JFK,TPA,1005.0,-18.0
LGA,ATL,762.0,-7.0
EWR,PHX,2133.0,47.0
LGA,CLT,544.0,25.0
EWR,IAH,1400.0,5.0
JFK,IAD,228.0,6.0
EWR,CHS,628.0,12.0
JFK,HOU,1428.0,131.0
LGA,MDW,725.0,9.0
EWR,PBI,1023.0,11.0
LGA,MSP,1020.0,-11.0
EWR,ORD,719.0,2.0
EWR,BOS,200.0,76.0
EWR,ORD,719.0,-12.0
EWR,TPA,997.0,-22.0
EWR,MSP,1008.0,-26.0
EWR,DFW,1372.0,10.0
JFK,SRQ,1041.0,-15.0
JFK,SFO,2586.0,7.0
EWR,CVG,569.0,17.0
JFK,BUF,301.0,137.0
EWR,FLL,1065.0,8.0
LGA,MSP,1020.0,-12.0
LGA,ATL,762.0,8.0
LGA,FLL,1076.0,-3.0
LGA,PBI,1035.0,-5.0
EWR,BUF,282.0,87.0
EWR,BOS,200.0,-12.0
EWR,CLE,404.0,-8.0
EWR,ATL,746.0,24.0
JFK,BOS,187.0,8.0
EWR,RSW,1068.0,-20.0
EWR,AUS,1504.0,-18.0
JFK,BOS,187.0,14.0
JFK,SFO,2586.0,15.0
JFK,BUF,301.0,2.0
JFK,PBI,1028.0,5.0
JFK,RDU,427.0,55.0
JFK,MIA,1089.0,2.0
JFK,MCO,944.0,8.0
EWR,MIA,1085.0,2.0
LGA,DTW,502.0,-19.0
LGA,MCI,1107.0,1.0
JFK,BUF,301.0,-12.0
JFK,MSY,1182.0,11.0
JFK,CLE,425.0,24.0
LGA,CMH,479.0,-6.0
JFK,SYR,209.0,-8.0
LGA,BOS,184.0,-14.0
LGA,IAH,1416.0,-12.0
EWR,FLL,1065.0,-8.0
LGA,ATL,762.0,-11.0
EWR,MHT,209.0,50.0
LGA,DFW,1389.0,-21.0
JFK,LAX,2475.0,16.0
EWR,LAX,2454.0,5.0
EWR,RDU,416.0,-6.0
LGA,DEN,1620.0,-6.0
LGA,MKE,738.0,-34.0
LGA,ATL,762.0,26.0
JFK,IND,665.0,-2.0
LGA,ORD,733.0,18.0
LGA,MIA,1096.0,-13.0
LGA,RDU,431.0,62.0
EWR,MCO,937.0,-12.0
EWR,TPA,997.0,-15.0
EWR,IAH,1400.0,-13.0
EWR,DCA,199.0,152.0
EWR,SFO,2565.0,28.0
EWR,MKE,725.0,-5.0
LGA,MIA,1096.0,-16.0
LGA,STL,888.0,-12.0
LGA,ORD,733.0,7.0
EWR,GRR,605.0,-3.0
LGA,CLE,419.0,68.0
JFK,IAD,228.0,-12.0
EWR,FLL,1065.0,-19.0
LGA,XNA,1147.0,35.0
JFK,FLL,1069.0,-26.0
JFK,ORD,740.0,-35.0
EWR,DTW,488.0,145.0
JFK,PIT,340.0,6.0
JFK,CMH,483.0,2.0
JFK,FLL,1069.0,-36.0
EWR,CVG,569.0,5.0
LGA,DFW,1389.0,-18.0
JFK,ROC,264.0,156.0
JFK,SFO,2586.0,-5.0
LGA,CLE,419.0,-36.0
LGA,MCO,950.0,-16.0
EWR,ATL,746.0,-15.0
JFK,MSP,1029.0,-35.0
JFK,LAX,2475.0,0.0
JFK,SLC,1990.0,-22.0
EWR,CLT,529.0,54.0
JFK,ATL,760.0,-24.0
EWR,JAX,820.0,42.0
LGA,CLT,544.0,81.0
JFK,DTW,509.0,-18.0
JFK,MCO,944.0,55.0
EWR,MDW,711.0,1.0
EWR,SAN,2425.0,12.0
LGA,BOS,184.0,-20.0
LGA,TPA,1010.0,-32.0
JFK,DFW,1391.0,-23.0
JFK,CVG,589.0,0.0
EWR,ORD,719.0,1.0
EWR,BOS,200.0,0.0
JFK,MIA,1089.0,-22.0
JFK,PIT,340.0,-8.0
JFK,SJU,1598.0,-17.0
LGA,DCA,214.0,58.0
JFK,BOS,187.0,-13.0
JFK,MCO,944.0,-12.0
EWR,IAD,212.0,154.0
LGA,ATL,762.0,-5.0
EWR,LAS,2227.0,14.0
JFK,RSW,1074.0,-42.0
LGA,ATL,762.0,-13.0
LGA,TPA,1010.0,-10.0
JFK,ORD,740.0,5.0
JFK,IND,665.0,-9.0
LGA,IAD,229.0,-4.0
EWR,ORD,719.0,57.0
JFK,MCO,944.0,-4.0
LGA,MIA,1096.0,-16.0
LGA,ORD,733.0,-24.0
EWR,STL,872.0,112.0
JFK,DEN,1626.0,-1.0
LGA,MSP,1020.0,-30.0
EWR,SDF,642.0,21.0
LGA,CLT,544.0,116.0
JFK,SJU,1598.0,19.0
JFK,PHX,2153.0,-10.0
EWR,ALB,143.0,-18.0
LGA,PIT,335.0,-11.0
JFK,LAS,2248.0,-3.0
LGA,BNA,764.0,36.0
LGA,ATL,762.0,2.0
JFK,LAX,2475.0,17.0
EWR,DCA,199.0,42.0
EWR,DAY,533.0,11.0
JFK,SFO,2586.0,-14.0
EWR,BOS,200.0,-27.0
EWR,MCO,937.0,-11.0
EWR,DEN,1605.0,26.0
EWR,HOU,1411.0,-22.0
EWR,MSP,1008.0,55.0
JFK,RSW,1074.0,-24.0
EWR,SAT,1569.0,-14.0
EWR,ATL,746.0,13.0
LGA,DFW,1389.0,-22.0
EWR,DTW,488.0,-17.0
LGA,MEM,963.0,-34.0
LGA,STL,888.0,-14.0
LGA,DTW,502.0,1.0
EWR,CVG,569.0,25.0
JFK,AUS,1521.0,-28.0
EWR,ORD,719.0,-16.0
EWR,IAH,1400.0,-10.0
EWR,LAS,2227.0,2.0
EWR,MEM,946.0,3.0
JFK,ROC,264.0,69.0
JFK,LAX,2475.0,-11.0
LGA,ORD,733.0,-38.0
EWR,PWM,284.0,118.0
JFK,BUR,2465.0,33.0
LGA,BOS,184.0,-28.0
JFK,SFO,2586.0,-19.0
JFK,EGE,1747.0,-9.0
EWR,FLL,1065.0,5.0
JFK,SAN,2446.0,1.0
JFK,LAS,2248.0,-1.0
EWR,DFW,1372.0,1.0
JFK,LAX,2475.0,12.0
JFK,SAT,1587.0,-29.0
JFK,ORF,290.0,-7.0
EWR,ATL,746.0,34.0
JFK,SJU,1598.0,-24.0
LGA,ATL,762.0,-20.0
EWR,BOS,200.0,-20.0
JFK,ROC,264.0,-16.0
JFK,LAX,2475.0,107.0
JFK,PBI,1028.0,-14.0
EWR,CLE,404.0,17.0
JFK,LAX,2475.0,58.0
JFK,BOS,187.0,-8.0
LGA,IAH,1416.0,-23.0
LGA,DCA,214.0,62.0
EWR,STL,872.0,6.0
EWR,LAX,2454.0,32.0
EWR,ORF,284.0,140.0
JFK,SAN,2446.0,3.0
EWR,SFO,2565.0,21.0
LGA,DEN,1620.0,1.0
LGA,ORD,733.0,-22.0
LGA,MCO,950.0,122.0
LGA,PBI,1035.0,53.0
LGA,DTW,502.0,47.0
LGA,FLL,1076.0,24.0
EWR,MIA,1085.0,11.0
JFK,JAX,828.0,198.0
EWR,DTW,488.0,7.0
EWR,SLC,1969.0,25.0
EWR,PDX,2434.0,34.0
JFK,BTV,266.0,-23.0
EWR,MDW,711.0,9.0
EWR,DCA,199.0,131.0
LGA,RIC,292.0,174.0
EWR,IAH,1400.0,15.0
EWR,SEA,2402.0,44.0
EWR,RIC,277.0,46.0
LGA,DEN,1620.0,104.0
JFK,SAN,2446.0,59.0
JFK,BNA,765.0,28.0
EWR,CLT,529.0,171.0
JFK,MIA,1089.0,19.0
EWR,PBI,1023.0,4.0
LGA,ATL,762.0,52.0
JFK,SFO,2586.0,37.0
EWR,MCO,937.0,43.0
JFK,PDX,2454.0,13.0
EWR,DEN,1605.0,226.0
LGA,DFW,1389.0,25.0
EWR,ORD,719.0,85.0
JFK,DCA,213.0,188.0
JFK,CLT,541.0,31.0
JFK,FLL,1069.0,-6.0
EWR,BWI,169.0,6.0
JFK,LAX,2475.0,22.0
JFK,BNA,765.0,179.0
EWR,HNL,4963.0,299.0
LGA,ATL,762.0,13.0
JFK,BOS,187.0,2.0
LGA,CMH,479.0,5.0
JFK,LGB,2465.0,13.0
EWR,ORD,719.0,56.0
LGA,MCO,950.0,18.0
JFK,MCO,944.0,5.0
JFK,SJC,2569.0,10.0
EWR,PHX,2133.0,124.0
EWR,CLE,404.0,32.0
EWR,TPA,997.0,82.0
LGA,MDW,725.0,34.0
EWR,SAN,2425.0,111.0
JFK,DTW,509.0,24.0
EWR,SEA,2402.0,45.0
EWR,DFW,1372.0,49.0
JFK,ORF,290.0,9.0
JFK,FLL,1069.0,67.0
EWR,LAS,2227.0,87.0
EWR,PWM,284.0,14.0
JFK,ORD,740.0,65.0
EWR,FLL,1065.0,44.0
EWR,ATL,746.0,26.0
JFK,MSP,1029.0,35.0
JFK,LAS,2248.0,10.0
